countryName,countryEnglishName,province_confirmedCount,updateTime,,,,,
乌拉圭,Uruguay,847,2020/6/13,,,,,
缅甸,Burma,261,2020/6/13,,,,,
叙利亚,Syria,164,2020/6/13,,,,,
圭亚那,Guyana,156,2020/6/13,,,,,
特立尼达和多巴哥,Trinidad and Tobago,117,2020/6/13,,,,,
布隆迪共和国,,94,2020/6/13,,,,,
安哥拉,Angola,118,2020/6/13,,,,,
斯洛文尼亚,Slovenia,1509,2020/6/13,,,,,
文莱,Brunei,141,2020/6/13,,,,,
黑山,,324,2020/6/13,,,,,
中国,China,84672,2020/6/13,,,,,
新西兰,New Zealand,1154,2020/6/13,,,,,
克罗地亚,Croatia,2249,2020/6/13,,,,,
厄瓜多尔,Ecuador,44440,2020/6/13,,,,,
荷兰,Netherlands,48251,2020/6/13,,,,,
喀麦隆,Cameroon,8681,2020/6/13,,,,,
索马里,Somali,2513,2020/6/13,,,,,
中非共和国,Central African Republic,2044,2020/6/13,,,,,
瑞士,Switzerland,30962,2020/6/13,,,,,
法罗群岛,Faroe,187,2020/6/13,,,,,
蒙古,Mongolia,194,2020/6/13,,,,,
阿鲁巴,,101,2020/6/13,,,,,
巴哈马,Bahamas,103,2020/6/13,,,,,
巴巴多斯,Barbados,96,2020/6/13,,,,,
美属维尔京群岛,,72,2020/6/13,,,,,
越南,Vietnam,332,2020/6/13,,,,,
不丹,Kingdom of Bhutan,62,2020/6/13,,,,,
博茨瓦纳,Botswana,48,2020/6/13,,,,,
冰岛,Iceland,1807,2020/6/13,,,,,
纳米比亚,Namibia,31,2020/6/13,,,,,
北马里亚纳群岛联邦,,30,2020/6/13,,,,,
圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,27,2020/6/13,,,,,
冈比亚,Gambia,28,2020/6/13,,,,,
库拉索岛,,22,2020/6/13,,,,,
新喀里多尼亚,,21,2020/6/13,,,,,
伯利兹,Belize,20,2020/6/13,,,,,
毛里求斯,Mauritius,337,2020/6/13,,,,,
柬埔寨,Kampuchea (Cambodia ),126,2020/6/13,,,,,
尼泊尔,Nepal,5062,2020/6/12,,,,,
塔吉克斯坦,Tajikstan,4763,2020/6/12,,,,,
塞内加尔,Senegal,4759,2020/6/12,,,,,
乌兹别克斯坦,Uzbekistan,4695,2020/6/12,,,,,
菲律宾,Philippines,24787,2020/6/12,,,,,
巴拿马,Panama,17233,2020/6/12,,,,,
苏丹,Sudan,6730,2020/6/12,,,,,
马来西亚,Malaysia,8402,2020/6/12,,,,,
立陶宛,Lithuania,1733,2020/6/12,,,,,
中国,China,84662,2020/6/12,,,,,
比利时,Belgium,59819,2020/6/12,,,,,
伊朗,Iran,182545,2020/6/12,,,,,
阿曼,Oman,21071,2020/6/12,,,,,
多米尼加,Dominican Republic,20808,2020/6/12,,,,,
亚美尼亚,Armenia,15281,2020/6/12,,,,,
罗马尼亚,Romania,20945,2020/6/12,,,,,
肯尼亚,Kenya,3215,2020/6/12,,,,,
牙买加,Jamaica,598,2020/6/12,,,,,
美国,United States of America,2023347,2020/6/12,,,,,
孟加拉国,Bangladesh,81523,2020/6/12,,,,,
印度尼西亚,Indonesia,36406,2020/6/12,,,,,
葡萄牙,Portugal,35910,2020/6/12,,,,,
俄罗斯,Russia,511423,2020/6/12,,,,,
埃及,Egypt,39726,2020/6/12,,,,,
新加坡,Singapore,39850,2020/6/12,,,,,
以色列,Israel,18701,2020/6/12,,,,,
加蓬,Gabon,3463,2020/6/12,,,,,
保加利亚,Bulgaria,3086,2020/6/12,,,,,
新西兰,New Zealand,1154,2020/6/12,,,,,
巴基斯坦,Pakistan,125933,2020/6/12,,,,,
圣多美和普林西比,Sao Tome and Principe,611,2020/6/12,,,,,
巴西,Brazil,805649,2020/6/12,,,,,
英国,United Kingdom,291409,2020/6/12,,,,,
印度,India,297535,2020/6/12,,,,,
智利,Chile,154092,2020/6/12,,,,,
秘鲁,Peru,214788,2020/6/12,,,,,
西班牙,Spain,242707,2020/6/12,,,,,
法国,France,155561,2020/6/12,,,,,
瑞典,Sweden,48288,2020/6/12,,,,,
厄瓜多尔,Ecuador,44440,2020/6/12,,,,,
沙特阿拉伯,Saudi Arabia,116021,2020/6/12,,,,,
加拿大,Canada,97530,2020/6/12,,,,,
意大利,Italy,236142,2020/6/12,,,,,
荷兰,Netherlands,48251,2020/6/12,,,,,
哥伦比亚,Colombia,45212,2020/6/12,,,,,
白俄罗斯,Belarus,51816,2020/6/12,,,,,
南非,South Africa,58568,2020/6/12,,,,,
卡塔尔,Qatar,75071,2020/6/12,,,,,
土耳其,Turkey,174023,2020/6/12,,,,,
阿根廷,Argentina,27373,2020/6/12,,,,,
墨西哥,Mexico,133974,2020/6/12,,,,,
阿富汗,Afghanistan,22890,2020/6/12,,,,,
乌克兰,Ukraine,29070,2020/6/12,,,,,
阿联酋,United Arab Emirates,40986,2020/6/12,,,,,
玻利维亚,Bolivia,14644,2020/6/12,,,,,
波兰,Poland,28201,2020/6/12,,,,,
科威特,Kuwait,34432,2020/6/12,,,,,
尼日利亚,Nigeria,14554,2020/6/12,,,,,
伊拉克,Iraq,16675,2020/6/12,,,,,
哈萨克斯坦,Kazakhstan,16087,2020/6/12,,,,,
危地马拉,Guatemala,7866,2020/6/12,,,,,
洪都拉斯,Honduras,6935,2020/6/12,,,,,
加纳,Ghana,10358,2020/6/12,,,,,
巴林,Bahrain,16667,2020/6/12,,,,,
德国,Germany,185674,2020/6/12,,,,,
波多黎各,Puerto Rico,5329,2020/6/12,,,,,
摩尔多瓦,Moldova,10321,2020/6/12,,,,,
刚果（金）,Democratic Republic of the Congo,4514,2020/6/12,,,,,
阿塞拜疆,Azerbaijan,8882,2020/6/12,,,,,
喀麦隆,Cameroon,8681,2020/6/12,,,,,
海地,Haiti,3662,2020/6/12,,,,,
萨尔瓦多,El Salvador,3274,2020/6/12,,,,,
委内瑞拉,Venezuela,2632,2020/6/12,,,,,
阿尔及利亚,Algeria,10589,2020/6/12,,,,,
捷克,Czech Republic,9855,2020/6/12,,,,,
马约特,,2226,2020/6/12,,,,,
埃塞俄比亚,Ethiopia,2670,2020/6/12,,,,,
科特迪瓦,Ivory Coast,4181,2020/6/12,,,,,
吉布提,Djibouti,4373,2020/6/12,,,,,
日本,Japan,17348,2020/6/12,,,,,
索马里,Somali,2513,2020/6/12,,,,,
丹麦,Denmark,12016,2020/6/12,,,,,
北马其顿,North Macedonia,3538,2020/6/12,,,,,
中非共和国,Central African Republic,2044,2020/6/12,,,,,
古巴,Cuba,2211,2020/6/12,,,,,
尼加拉瓜,Nicaragua,1655,2020/6/12,,,,,
南苏丹,,1670,2020/6/12,,,,,
希腊,Greece,3088,2020/6/12,,,,,
哥斯达黎加,Costa Rica,1375,2020/6/12,,,,,
奥地利,Austria,16936,2020/6/12,,,,,
几内亚,Guinea,4291,2020/6/12,,,,,
几内亚比绍,,1389,2020/6/12,,,,,
匈牙利,Hungary,4027,2020/6/12,,,,,
毛里塔尼亚,The Islamic Republic of Mauritania,1439,2020/6/12,,,,,
韩国,Korea,12003,2020/6/12,,,,,
巴拉圭,Paraguay,1202,2020/6/12,,,,,
马尔代夫,Maldives,1962,2020/6/12,,,,,
芬兰,Finland,7040,2020/6/12,,,,,
斯里兰卡,SriLanka,1869,2020/6/12,,,,,
赤道几内亚,The Republic of Equatorial Guinea,1043,2020/6/12,,,,,
法属圭亚那,French Guiana,865,2020/6/12,,,,,
塞尔维亚,Republic of Serbia,13400,2020/6/12,,,,,
马达加斯加,Madagascar,1162,2020/6/12,,,,,
爱尔兰,Ireland,25238,2020/6/12,,,,,
乍得,Chad,846,2020/6/12,,,,,
摩洛哥,Morocco,8508,2020/6/12,,,,,
乌干达,Uganda,794,2020/6/12,,,,,
圣马力诺,San Marino,695,2020/6/12,,,,,
瑞士,Switzerland,30962,2020/6/12,,,,,
阿尔巴尼亚,Albania,1385,2020/6/12,,,,,
马里,Mali,1667,2020/6/12,,,,,
爱沙尼亚,Estonia,1958,2020/6/12,,,,,
拉脱维亚,Latvia,1092,2020/6/12,,,,,
波黑,Bosnia and Herzegovina,2781,2020/6/12,,,,,
黎巴嫩,Lebanon,1388,2020/6/12,,,,,
刚果（布）,,728,2020/6/12,,,,,
留尼旺,Reunion,486,2020/6/12,,,,,
吉尔吉斯斯坦,,2129,2020/6/12,,,,,
塞浦路斯,Cyprus,974,2020/6/12,,,,,
澳大利亚,Australia,7285,2020/6/12,,,,,
也门共和国,,564,2020/6/12,,,,,
多哥,Togo,522,2020/6/12,,,,,
马拉维,Malawi,455,2020/6/12,,,,,
塞拉利昂,Sierra Leone,1062,2020/6/12,,,,,
挪威,Norway,8588,2020/6/12,,,,,
佛得角,,616,2020/6/12,,,,,
莫桑比克,Mozambique,472,2020/6/12,,,,,
安道尔,Andorra,852,2020/6/12,,,,,
坦桑尼亚,Tanzania,509,2020/6/12,,,,,
利比亚,Libya,378,2020/6/12,,,,,
马恩岛,Isle of Man,336,2020/6/12,,,,,
巴勒斯坦,Palestine,665,2020/6/12,,,,,
泽西岛,Bailiwick of Jersey,313,2020/6/12,,,,,
利比里亚,Liberia,397,2020/6/12,,,,,
贝宁,Benin,339,2020/6/12,,,,,
津巴布韦,Zimbabwe,320,2020/6/12,,,,,
马耳他,Malta,635,2020/6/12,,,,,
赞比亚共和国,,1252,2020/6/12,,,,,
根西岛,Guernsey,252,2020/6/12,,,,,
约旦,Jordan,863,2020/6/12,,,,,
马提尼克,Martinique,202,2020/6/12,,,,,
法罗群岛,Faroe,187,2020/6/12,,,,,
布基纳法索,Burkina Faso,891,2020/6/12,,,,,
格鲁吉亚,Georgia,828,2020/6/12,,,,,
尼日尔,Niger,974,2020/6/12,,,,,
直布罗陀,Gibraltar,176,2020/6/12,,,,,
卢旺达,Republic of Rwanda,476,2020/6/12,,,,,
开曼群岛,Cayman Is,176,2020/6/12,,,,,
蒙古,Mongolia,194,2020/6/12,,,,,
关岛,Guam,174,2020/6/12,,,,,
科摩罗,,162,2020/6/12,,,,,
斯威士兰,Swaziland,398,2020/6/12,,,,,
卢森堡,Luxembourg,4049,2020/6/12,,,,,
瓜德罗普岛,,164,2020/6/12,,,,,
百慕大,,141,2020/6/12,,,,,
苏里南,Suriname,137,2020/6/12,,,,,
乌拉圭,Uruguay,846,2020/6/12,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,712,2020/6/12,,,,,
圭亚那,Guyana,156,2020/6/12,,,,,
克罗地亚,Croatia,2249,2020/6/12,,,,,
缅甸,Burma,248,2020/6/12,,,,,
特立尼达和多巴哥,Trinidad and Tobago,117,2020/6/12,,,,,
叙利亚,Syria,152,2020/6/12,,,,,
斯洛伐克,Slovakia,1533,2020/6/12,,,,,
阿鲁巴,,101,2020/6/12,,,,,
泰国,Thailand,3125,2020/6/12,,,,,
巴哈马,Bahamas,103,2020/6/12,,,,,
巴巴多斯,Barbados,96,2020/6/12,,,,,
突尼斯,Tunisia,1087,2020/6/12,,,,,
安哥拉,Angola,113,2020/6/12,,,,,
美属维尔京群岛,,72,2020/6/12,,,,,
斯洛文尼亚,Slovenia,1509,2020/6/12,,,,,
越南,Vietnam,332,2020/6/12,,,,,
不丹,Kingdom of Bhutan,62,2020/6/12,,,,,
博茨瓦纳,Botswana,48,2020/6/12,,,,,
冰岛,Iceland,1807,2020/6/12,,,,,
纳米比亚,Namibia,31,2020/6/12,,,,,
北马里亚纳群岛联邦,,30,2020/6/12,,,,,
圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,27,2020/6/12,,,,,
冈比亚,Gambia,28,2020/6/12,,,,,
库拉索岛,,22,2020/6/12,,,,,
新喀里多尼亚,,21,2020/6/12,,,,,
伯利兹,Belize,20,2020/6/12,,,,,
文莱,Brunei,141,2020/6/12,,,,,
毛里求斯,Mauritius,337,2020/6/12,,,,,
柬埔寨,Kampuchea (Cambodia ),126,2020/6/12,,,,,
黑山,,324,2020/6/12,,,,,
美国,United States of America,2003930,2020/6/11,,,,,
智利,Chile,154092,2020/6/11,,,,,
沙特阿拉伯,Saudi Arabia,116021,2020/6/11,,,,,
加拿大,Canada,97328,2020/6/11,,,,,
白俄罗斯,Belarus,51816,2020/6/11,,,,,
乌克兰,Ukraine,28381,2020/6/11,,,,,
亚美尼亚,Armenia,14669,2020/6/11,,,,,
牙买加,Jamaica,598,2020/6/11,,,,,
日本,Japan,17348,2020/6/11,,,,,
英国,United Kingdom,291409,2020/6/11,,,,,
加纳,Ghana,10358,2020/6/11,,,,,
阿塞拜疆,Azerbaijan,8882,2020/6/11,,,,,
喀麦隆,Cameroon,8681,2020/6/11,,,,,
塞尔维亚,Republic of Serbia,13400,2020/6/11,,,,,
澳大利亚,Australia,7285,2020/6/11,,,,,
挪威,Norway,8588,2020/6/11,,,,,
克罗地亚,Croatia,2247,2020/6/11,,,,,
阿曼,Oman,19954,2020/6/11,,,,,
萨尔瓦多,El Salvador,3191,2020/6/11,,,,,
肯尼亚,Kenya,3215,2020/6/11,,,,,
泰国,Thailand,3125,2020/6/11,,,,,
荷兰,Netherlands,48251,2020/6/11,,,,,
卡塔尔,Qatar,75071,2020/6/11,,,,,
哈萨克斯坦,Kazakhstan,16087,2020/6/11,,,,,
巴西,Brazil,775184,2020/6/11,,,,,
俄罗斯,Russia,502436,2020/6/11,,,,,
印度,India,286579,2020/6/11,,,,,
秘鲁,Peru,208823,2020/6/11,,,,,
巴基斯坦,Pakistan,119536,2020/6/11,,,,,
西班牙,Spain,242280,2020/6/11,,,,,
孟加拉国,Bangladesh,78052,2020/6/11,,,,,
法国,France,155136,2020/6/11,,,,,
瑞典,Sweden,46814,2020/6/11,,,,,
厄瓜多尔,Ecuador,43917,2020/6/11,,,,,
比利时,Belgium,59711,2020/6/11,,,,,
意大利,Italy,235763,2020/6/11,,,,,
伊朗,Iran,180156,2020/6/11,,,,,
埃及,Egypt,38284,2020/6/11,,,,,
哥伦比亚,Colombia,43682,2020/6/11,,,,,
南非,South Africa,55421,2020/6/11,,,,,
墨西哥,Mexico,129184,2020/6/11,,,,,
土耳其,Turkey,173036,2020/6/11,,,,,
印度尼西亚,Indonesia,35295,2020/6/11,,,,,
阿根廷,Argentina,25987,2020/6/11,,,,,
阿富汗,Afghanistan,22143,2020/6/11,,,,,
菲律宾,Philippines,24175,2020/6/11,,,,,
阿联酋,United Arab Emirates,40986,2020/6/11,,,,,
新加坡,Singapore,39387,2020/6/11,,,,,
玻利维亚,Bolivia,13949,2020/6/11,,,,,
波兰,Poland,27842,2020/6/11,,,,,
葡萄牙,Portugal,35600,2020/6/11,,,,,
科威特,Kuwait,34432,2020/6/11,,,,,
尼日利亚,Nigeria,13873,2020/6/11,,,,,
伊拉克,Iraq,15414,2020/6/11,,,,,
多米尼加,Dominican Republic,20415,2020/6/11,,,,,
危地马拉,Guatemala,7502,2020/6/11,,,,,
巴拿马,Panama,16854,2020/6/11,,,,,
洪都拉斯,Honduras,6450,2020/6/11,,,,,
德国,Germany,185416,2020/6/11,,,,,
巴林,Bahrain,16200,2020/6/11,,,,,
波多黎各,Puerto Rico,5185,2020/6/11,,,,,
罗马尼亚,Romania,20945,2020/6/11,,,,,
摩尔多瓦,Moldova,10025,2020/6/11,,,,,
苏丹,Sudan,6582,2020/6/11,,,,,
尼泊尔,Nepal,4614,2020/6/11,,,,,
刚果（金）,Democratic Republic of the Congo,4389,2020/6/11,,,,,
海地,Haiti,3538,2020/6/11,,,,,
以色列,Israel,18461,2020/6/11,,,,,
阿尔及利亚,Algeria,10484,2020/6/11,,,,,
委内瑞拉,Venezuela,2473,2020/6/11,,,,,
捷克,Czech Republic,9787,2020/6/11,,,,,
加蓬,Gabon,3294,2020/6/11,,,,,
塔吉克斯坦,Tajikstan,4690,2020/6/11,,,,,
马约特,,2175,2020/6/11,,,,,
保加利亚,Bulgaria,2993,2020/6/11,,,,,
吉布提,Djibouti,4373,2020/6/11,,,,,
埃塞俄比亚,Ethiopia,2506,2020/6/11,,,,,
科特迪瓦,Ivory Coast,3995,2020/6/11,,,,,
中非共和国,Central African Republic,1952,2020/6/11,,,,,
索马里,Somali,2416,2020/6/11,,,,,
丹麦,Denmark,12016,2020/6/11,,,,,
塞内加尔,Senegal,4759,2020/6/11,,,,,
古巴,Cuba,2205,2020/6/11,,,,,
南苏丹,,1606,2020/6/11,,,,,
北马其顿,North Macedonia,3364,2020/6/11,,,,,
希腊,Greece,3068,2020/6/11,,,,,
哥斯达黎加,Costa Rica,1342,2020/6/11,,,,,
奥地利,Austria,16920,2020/6/11,,,,,
尼加拉瓜,Nicaragua,1309,2020/6/11,,,,,
几内亚,Guinea,4291,2020/6/11,,,,,
几内亚比绍,,1389,2020/6/11,,,,,
匈牙利,Hungary,4017,2020/6/11,,,,,
马来西亚,Malaysia,8369,2020/6/11,,,,,
乌兹别克斯坦,Uzbekistan,4695,2020/6/11,,,,,
毛里塔尼亚,The Islamic Republic of Mauritania,1283,2020/6/11,,,,,
韩国,Korea,11947,2020/6/11,,,,,
巴拉圭,Paraguay,1187,2020/6/11,,,,,
马尔代夫,Maldives,1942,2020/6/11,,,,,
芬兰,Finland,7040,2020/6/11,,,,,
赤道几内亚,The Republic of Equatorial Guinea,1043,2020/6/11,,,,,
斯里兰卡,SriLanka,1859,2020/6/11,,,,,
马达加斯加,Madagascar,1162,2020/6/11,,,,,
爱尔兰,Ireland,25231,2020/6/11,,,,,
乍得,Chad,844,2020/6/11,,,,,
法属圭亚那,French Guiana,773,2020/6/11,,,,,
摩洛哥,Morocco,8508,2020/6/11,,,,,
乌干达,Uganda,775,2020/6/11,,,,,
圣马力诺,San Marino,695,2020/6/11,,,,,
瑞士,Switzerland,30962,2020/6/11,,,,,
马里,Mali,1667,2020/6/11,,,,,
爱沙尼亚,Estonia,1958,2020/6/11,,,,,
立陶宛,Lithuania,1733,2020/6/11,,,,,
拉脱维亚,Latvia,1092,2020/6/11,,,,,
阿尔巴尼亚,Albania,1341,2020/6/11,,,,,
波黑,Bosnia and Herzegovina,2781,2020/6/11,,,,,
黎巴嫩,Lebanon,1388,2020/6/11,,,,,
刚果（布）,,718,2020/6/11,,,,,
留尼旺,Reunion,481,2020/6/11,,,,,
吉尔吉斯斯坦,,2129,2020/6/11,,,,,
圣多美和普林西比,Sao Tome and Principe,611,2020/6/11,,,,,
塞浦路斯,Cyprus,974,2020/6/11,,,,,
也门共和国,,564,2020/6/11,,,,,
马拉维,Malawi,455,2020/6/11,,,,,
多哥,Togo,497,2020/6/11,,,,,
塞拉利昂,Sierra Leone,1025,2020/6/11,,,,,
莫桑比克,Mozambique,472,2020/6/11,,,,,
安道尔,Andorra,852,2020/6/11,,,,,
坦桑尼亚,Tanzania,509,2020/6/11,,,,,
佛得角,,585,2020/6/11,,,,,
马恩岛,Isle of Man,336,2020/6/11,,,,,
利比亚,Libya,359,2020/6/11,,,,,
泽西岛,Bailiwick of Jersey,313,2020/6/11,,,,,
巴勒斯坦,Palestine,661,2020/6/11,,,,,
贝宁,Benin,339,2020/6/11,,,,,
利比里亚,Liberia,383,2020/6/11,,,,,
津巴布韦,Zimbabwe,314,2020/6/11,,,,,
马耳他,Malta,634,2020/6/11,,,,,
根西岛,Guernsey,252,2020/6/11,,,,,
赞比亚共和国,,1200,2020/6/11,,,,,
约旦,Jordan,863,2020/6/11,,,,,
马提尼克,Martinique,202,2020/6/11,,,,,
法罗群岛,Faroe,187,2020/6/11,,,,,
布基纳法索,Burkina Faso,891,2020/6/11,,,,,
尼日尔,Niger,974,2020/6/11,,,,,
格鲁吉亚,Georgia,822,2020/6/11,,,,,
直布罗陀,Gibraltar,176,2020/6/11,,,,,
蒙古,Mongolia,194,2020/6/11,,,,,
开曼群岛,Cayman Is,171,2020/6/11,,,,,
关岛,Guam,172,2020/6/11,,,,,
卢旺达,Republic of Rwanda,463,2020/6/11,,,,,
斯威士兰,Swaziland,398,2020/6/11,,,,,
瓜德罗普岛,,164,2020/6/11,,,,,
卢森堡,Luxembourg,4046,2020/6/11,,,,,
百慕大,,141,2020/6/11,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,712,2020/6/11,,,,,
苏里南,Suriname,133,2020/6/11,,,,,
乌拉圭,Uruguay,845,2020/6/11,,,,,
圭亚那,Guyana,154,2020/6/11,,,,,
缅甸,Burma,246,2020/6/11,,,,,
特立尼达和多巴哥,Trinidad and Tobago,117,2020/6/11,,,,,
斯洛伐克,Slovakia,1533,2020/6/11,,,,,
叙利亚,Syria,146,2020/6/11,,,,,
阿鲁巴,,101,2020/6/11,,,,,
科摩罗,,97,2020/6/11,,,,,
摩纳哥,Monaco,99,2020/6/11,,,,,
巴哈马,Bahamas,103,2020/6/11,,,,,
布隆迪共和国,,83,2020/6/11,,,,,
突尼斯,Tunisia,1087,2020/6/11,,,,,
安哥拉,Angola,113,2020/6/11,,,,,
斯洛文尼亚,Slovenia,1509,2020/6/11,,,,,
越南,Vietnam,332,2020/6/11,,,,,
不丹,Kingdom of Bhutan,59,2020/6/11,,,,,
冰岛,Iceland,1807,2020/6/11,,,,,
博茨瓦纳,Botswana,42,2020/6/11,,,,,
纳米比亚,Namibia,31,2020/6/11,,,,,
北马里亚纳群岛联邦,,30,2020/6/11,,,,,
圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,27,2020/6/11,,,,,
冈比亚,Gambia,28,2020/6/11,,,,,
新喀里多尼亚,,21,2020/6/11,,,,,
伯利兹,Belize,19,2020/6/11,,,,,
文莱,Brunei,141,2020/6/11,,,,,
毛里求斯,Mauritius,337,2020/6/11,,,,,
柬埔寨,Kampuchea (Cambodia ),126,2020/6/11,,,,,
黑山,,324,2020/6/11,,,,,
新西兰,New Zealand,1154,2020/6/11,,,,,
中国,China,84652,2020/6/11,,,,,
美属维尔京群岛,,71,2020/6/11,,,,,
库拉索岛,,21,2020/6/11,,,,,
圣卢西亚,St.Lucia,19,2020/6/11,,,,,
莱索托,Lesotho,4,2020/6/11,,,,,
厄立特里亚,,41,2020/6/11,,,,,
美国,United States of America,1980893,2020/6/10,,,,,
巴西,Brazil,743047,2020/6/10,,,,,
英国,United Kingdom,290143,2020/6/10,,,,,
西班牙,Spain,242280,2020/6/10,,,,,
瑞典,Sweden,46814,2020/6/10,,,,,
埃及,Egypt,36829,2020/6/10,,,,,
土耳其,Turkey,172114,2020/6/10,,,,,
葡萄牙,Portugal,34885,2020/6/10,,,,,
伊拉克,Iraq,15414,2020/6/10,,,,,
哈萨克斯坦,Kazakhstan,14770,2020/6/10,,,,,
巴拿马,Panama,16425,2020/6/10,,,,,
尼泊尔,Nepal,4364,2020/6/10,,,,,
吉布提,Djibouti,4331,2020/6/10,,,,,
科特迪瓦,Ivory Coast,3995,2020/6/10,,,,,
丹麦,Denmark,12016,2020/6/10,,,,,
马来西亚,Malaysia,8329,2020/6/10,,,,,
几内亚,Guinea,4216,2020/6/10,,,,,
匈牙利,Hungary,4014,2020/6/10,,,,,
马尔代夫,Maldives,1942,2020/6/10,,,,,
芬兰,Finland,7040,2020/6/10,,,,,
爱沙尼亚,Estonia,1958,2020/6/10,,,,,
立陶宛,Lithuania,1733,2020/6/10,,,,,
拉脱维亚,Latvia,1092,2020/6/10,,,,,
澳大利亚,Australia,7267,2020/6/10,,,,,
挪威,Norway,8588,2020/6/10,,,,,
坦桑尼亚,Tanzania,509,2020/6/10,,,,,
马恩岛,Isle of Man,336,2020/6/10,,,,,
利比亚,Libya,359,2020/6/10,,,,,
贝宁,Benin,339,2020/6/10,,,,,
马耳他,Malta,630,2020/6/10,,,,,
马提尼克,Martinique,202,2020/6/10,,,,,
瓜德罗普岛,,164,2020/6/10,,,,,
卢森堡,Luxembourg,4040,2020/6/10,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,712,2020/6/10,,,,,
斯洛伐克,Slovakia,1533,2020/6/10,,,,,
叙利亚,Syria,144,2020/6/10,,,,,
越南,Vietnam,332,2020/6/10,,,,,
文莱,Brunei,141,2020/6/10,,,,,
毛里求斯,Mauritius,337,2020/6/10,,,,,
摩洛哥,Morocco,8455,2020/6/10,,,,,
阿根廷,Argentina,23620,2020/6/10,,,,,
乌克兰,Ukraine,27856,2020/6/10,,,,,
科威特,Kuwait,33823,2020/6/10,,,,,
刚果（金）,Democratic Republic of the Congo,4389,2020/6/10,,,,,
加蓬,Gabon,3294,2020/6/10,,,,,
塔吉克斯坦,Tajikstan,4609,2020/6/10,,,,,
肯尼亚,Kenya,3094,2020/6/10,,,,,
塞内加尔,Senegal,4640,2020/6/10,,,,,
希腊,Greece,3049,2020/6/10,,,,,
黎巴嫩,Lebanon,1388,2020/6/10,,,,,
关岛,Guam,171,2020/6/10,,,,,
俄罗斯,Russia,493657,2020/6/10,,,,,
印度,India,276583,2020/6/10,,,,,
秘鲁,Peru,203736,2020/6/10,,,,,
智利,Chile,142759,2020/6/10,,,,,
巴基斯坦,Pakistan,113702,2020/6/10,,,,,
孟加拉国,Bangladesh,74865,2020/6/10,,,,,
法国,France,154591,2020/6/10,,,,,
厄瓜多尔,Ecuador,43378,2020/6/10,,,,,
比利时,Belgium,59569,2020/6/10,,,,,
沙特阿拉伯,Saudi Arabia,112288,2020/6/10,,,,,
加拿大,Canada,96653,2020/6/10,,,,,
意大利,Italy,235561,2020/6/10,,,,,
荷兰,Netherlands,47903,2020/6/10,,,,,
伊朗,Iran,177938,2020/6/10,,,,,
白俄罗斯,Belarus,50265,2020/6/10,,,,,
卡塔尔,Qatar,73595,2020/6/10,,,,,
南非,South Africa,52991,2020/6/10,,,,,
哥伦比亚,Colombia,39236,2020/6/10,,,,,
印度尼西亚,Indonesia,34316,2020/6/10,,,,,
阿富汗,Afghanistan,21495,2020/6/10,,,,,
墨西哥,Mexico,124301,2020/6/10,,,,,
菲律宾,Philippines,23732,2020/6/10,,,,,
阿联酋,United Arab Emirates,39904,2020/6/10,,,,,
阿曼,Oman,18887,2020/6/10,,,,,
波兰,Poland,27560,2020/6/10,,,,,
新加坡,Singapore,38965,2020/6/10,,,,,
玻利维亚,Bolivia,13643,2020/6/10,,,,,
尼日利亚,Nigeria,13464,2020/6/10,,,,,
亚美尼亚,Armenia,14103,2020/6/10,,,,,
多米尼加,Dominican Republic,20126,2020/6/10,,,,,
危地马拉,Guatemala,7055,2020/6/10,,,,,
加纳,Ghana,10201,2020/6/10,,,,,
洪都拉斯,Honduras,6327,2020/6/10,,,,,
德国,Germany,184861,2020/6/10,,,,,
巴林,Bahrain,15731,2020/6/10,,,,,
波多黎各,Puerto Rico,5046,2020/6/10,,,,,
罗马尼亚,Romania,20749,2020/6/10,,,,,
摩尔多瓦,Moldova,9807,2020/6/10,,,,,
苏丹,Sudan,6427,2020/6/10,,,,,
喀麦隆,Cameroon,8681,2020/6/10,,,,,
阿塞拜疆,Azerbaijan,8191,2020/6/10,,,,,
海地,Haiti,3334,2020/6/10,,,,,
萨尔瓦多,El Salvador,3104,2020/6/10,,,,,
以色列,Israel,18268,2020/6/10,,,,,
阿尔及利亚,Algeria,10382,2020/6/10,,,,,
捷克,Czech Republic,9697,2020/6/10,,,,,
委内瑞拉,Venezuela,2377,2020/6/10,,,,,
马约特,,2151,2020/6/10,,,,,
埃塞俄比亚,Ethiopia,2336,2020/6/10,,,,,
保加利亚,Bulgaria,2810,2020/6/10,,,,,
日本,Japan,17223,2020/6/10,,,,,
索马里,Somali,2416,2020/6/10,,,,,
中非共和国,Central African Republic,1888,2020/6/10,,,,,
乌兹别克斯坦,Uzbekistan,4448,2020/6/10,,,,,
古巴,Cuba,2200,2020/6/10,,,,,
南苏丹,,1604,2020/6/10,,,,,
北马其顿,North Macedonia,3239,2020/6/10,,,,,
哥斯达黎加,Costa Rica,1318,2020/6/10,,,,,
奥地利,Austria,16889,2020/6/10,,,,,
